id,image,descriptions,context,topic,anon_worker_id,trial_number,final_description,img_id,descr_length,word_count
257,La_Trobe_Uni_Wikimeetup_March_2020.jpg,A group of smiling people are sitting at a table in an office. Many of the people have open laptop computers in front of them.,Consumer electronics,meeting_in_progress,012624202087857,3,A group of smiling people are sitting at a table in an office. Many of the people have open laptop computers in front of them.,meeting_in_progress2,126,26
258,wiki_livingroom.jpg,Three people are sitting in a sunny living room in front of a fireplace. There is a window with curtains and three panes that the sun is shining through.,Window,living_room,012624202087857,4,Three people are sitting in a sunny living room in front of a fireplace. There is a window with curtains and three panes that the sun is shining through.,living_room15,153,30
259,"Oberaargletscher_from_Oberaar,_2010_07.jpeg",There is a snowy mountain range with a lower path between them.,Orogeny,mountains,012624202087857,5,There is a snowy mountain range with a lower path between them.,mountains16,63,13
260,wiki_livingroom.jpg,Three people are in a living room on two separate couches with a coffee table in between the two of them.,Furniture,living_room,075224757520040,0,Three people are in a living room on two separate couches with a coffee table in between the two of them.,living_room15,105,22
261,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg","\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",American cuisine,laid_table,075224757520040,1,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",laid_table12,107,22
262,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,Four people are discussing something in a meeting room.  Two of them are on computers and the other two are at a white board.,Consumer electronics,meeting_in_progress,075224757520040,2,Four people are discussing something in a meeting room.  Two of them are on computers and the other two are at a white board.,meeting_in_progress17,125,25
263,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",Three men are playing in a professional soccer game.  One of them in a red shirt has slid to the ground while the two in white shirts are defending.,Hairstyle,soccer_in_progress,075224757520040,3,Three men are playing in a professional soccer game.  One of them in a red shirt has slid to the ground while the two in white shirts are defending.,soccer_in_progress10,148,30
264,1599px-Paris_Notre-Dame_East_View_02.jpeg,A gothic style Cathedral seen through a courtyard.,Christian cross,church,075224757520040,4,A gothic style Cathedral seen through a courtyard.,church19,50,9
265,river.jpeg,A mountainous region with a river winding through it.,Montane Ecosystems,mountains,075224757520040,5,A mountainous region with a river winding through it.,mountains18,53,10
266,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",A large church structure made of various building materials.,Building material,church,381655582917524,0,A large church structure made of various building materials.,church8,60,10
267,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg,A group of men and women working at a long table with various electronics in front of them.,Consumer electronics,meeting_in_progress,381655582917524,1,A group of men and women working at a long table with various electronics in front of them.,meeting_in_progress7,91,19
268,"Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg",A home dining table with plate settings and a large roasted turkey.,Dinner,laid_table,381655582917524,2,A home dining table with plate settings and a large roasted turkey.,laid_table14,67,13
269,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",Large mountains with populated hillsides with a body of water in the middle.,Orogeny,mountains,381655582917524,3,Large mountains with populated hillsides with a body of water in the middle.,mountains9,76,14
270,wiki_livingroom.jpg,A group of people sitting in a living area on a floral couch and chairs.,Interior design,living_room,381655582917524,4,A group of people sitting in a living area on a floral couch and chairs.,living_room15,72,16
271,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",A group of men assembled on a soccer field wearing blue uniforms.,Hairstyle,soccer_in_progress,381655582917524,5,A group of men assembled on a soccer field wearing blue uniforms.,soccer_in_progress13,65,13
272,Wohnzimmer_Fallada_1.JPG,"A dining room is shown, with a large glass opening in the wall on the left covered by a sheer white curtain. In an adjacent room is another large glass opening that is uncovered.",Window,living_room,688975327678296,0,"A dining room is shown, with a large glass opening in the wall on the left covered by a sheer white curtain. In an adjacent room is another large glass opening that is uncovered.",living_room6,178,35
273,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg,A crowded meeting room is shown with a long wooden table and many chairs.,Furniture,meeting_in_progress,688975327678296,1,A crowded meeting room is shown with a long wooden table and many chairs.,meeting_in_progress7,73,15
274,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",A large lake is shown that is surrounded by hills and mountains.,Montane Ecosystems,mountains,688975327678296,2,A large lake is shown that is surrounded by hills and mountains.,mountains9,64,13
275,Dreifaltigkeitskirche_süd.jpg,"A church is shown with a tall steeple and a cross at the top, meaning two perpendicular rods.",Christian cross,church,688975327678296,3,"A church is shown with a tall steeple and a cross at the top, meaning two perpendicular rods.",church4,93,19
276,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg","A professional soccer match, with many banners along the sidelines that contain the names of various companies.",Advertising,soccer_in_progress,688975327678296,4,"A professional soccer match, with many banners along the sidelines that contain the names of various companies.",soccer_in_progress10,111,18
277,Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg,"The kitchen of a restaurant is shown, and there are many chefs working around a long table on which are many plates of food.",Dinner,laid_table,688975327678296,5,"The kitchen of a restaurant is shown, and there are many chefs working around a long table on which are many plates of food.",laid_table3,124,25
278,1599px-Paris_Notre-Dame_East_View_02.jpeg,A building that looks like it is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.|A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.,Roof,church,084723139421917,0,A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.,church19,114,23
279,Wohnzimmer_Fallada_1.JPG,A picture of a table made of wood. It is a dining room table with six chairs. The top of the table is wood and oval shaped.,Furniture,living_room,084723139421917,1,A picture of a table made of wood. It is a dining room table with six chairs. The top of the table is wood and oval shaped.,living_room6,123,28
280,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",This is a dining room table with a table cloth covering the top. It has six chair settings. There is a great deal of food in different dishes but all the dinner plates are empty. No one has sat down for the meal yet.,Dinner,laid_table,084723139421917,2,This is a dining room table with a table cloth covering the top. It has six chair settings. There is a great deal of food in different dishes but all the dinner plates are empty. No one has sat down for the meal yet.,laid_table12,216,45
281,"Oberaargletscher_from_Oberaar,_2010_07.jpeg","Shown is a lake at the bottom of a mountain range. The mountains are high in elevation and contain snow on parts of it. As the snow melts, it enters the lake.",Montane Ecosystems,mountains,084723139421917,3,"Shown is a lake at the bottom of a mountain range. The mountains are high in elevation and contain snow on parts of it. As the snow melts, it enters the lake.",mountains16,158,33
282,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg,This is what seems to be a workplace with several people sitting around a long rectangular shaped table. Each person has a laptop computer. All seem to be working together.,Consumer electronics,meeting_in_progress,084723139421917,4,This is what seems to be a workplace with several people sitting around a long rectangular shaped table. Each person has a laptop computer. All seem to be working together.,meeting_in_progress7,172,31
283,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",This shows two players from one soccer team and one player from another. They are in the middle of playing soccer. One team is trying to steal the ball from the other.,Competition,soccer_in_progress,084723139421917,5,This shows two players from one soccer team and one player from another. They are in the middle of playing soccer. One team is trying to steal the ball from the other.,soccer_in_progress10,167,33
